,title,categories,averageRating,publishedDate
2121,False witness : a novel,Fiction,3.5,2018.0
2122,Fifty Fifty ,,,
2123,The grave's a fine and private place,,,
2124,Anatomy of a scandal,Fiction,3.5,2018.0
2125,Lagom : the Swedish art of balanced living,,,
2126,"The inner life of animals : love, grief, and compassion : surprising observations of a hidden world",,,
2127,Simple Truth ,,,
2128,Robicheaux : a novel,,,
2129,The wife between us,Fiction,4.0,2018.0
2130,No time to spare : thinking about what matters,Literary Collections,4.0,2017.0
2131,A fatal grace [large print] : [a Chief Inspector Gamache novel],Fiction,4.0,2011.0
2132,Fairytale [large print] : a novel,Fiction,4.0,2018.0
2133,Great jobs for everyone 50+ : finding work that keeps you happy and healthy ... and pays the bills,Business & Economics,1.0,2012.0
2134,Look for me : a novel,Fiction,4.0,2018.0
2135,The great alone,,,
2136,Breaking the habit of being yourself : how to lose your mind and create a new one,,,
2137,"Champions. Vol. 2, The freelancer lifestyle",Comics & Graphic Novels,3.0,2017.0
2138,Red Alert ,,,
2139,It's even worse than you think : What the Trump administration is doing to America,,,
2140,Nomadland : surviving America in the twenty-first century,,,
2141,Secret empire,,,
2142,The lean startup : how today's entrepreneurs use continuous innovation to create radically successful businesses,Business & Economics,4.0,2011.0
2143,The Munschworks grand treasury,,,
2144,Carnegie's maid : a novel,Fiction,3.5,2018.0
2145,"You need a budget : the proven system for breaking the paycheck-to-paycheck cycle, getting out of debt, and living the life you want",,,
2146,The crush,Fiction,3.5,2013.0
2147,Munsch Reissue #2 Hugs ,Juvenile Fiction,4.0,2003.0
2148,Pete the Cat. Valentine's Day is cool,,,
2149,Raspberry Danish Murder ,,,
2150,The house,,,
2151,Awkward,Biography & Autobiography,4.0,2015.0
2152,Burn Bright ,Fiction,4.0,2018.0
2153,Game on!,,,
2154,Rising Sea ,Science,3.5,2018.0
2155,Fall from grace : a novel,Fiction,4.0,2011.0
2156,Roomies,Fiction,4.0,2013.0
2157,Vogue knitting : the ultimate knitting book,Crafts & Hobbies,5.0,2007.0
2158,"I Am, I Am, I Am : Seventeen Brushes with Death ",Fiction,4.0,2017.0
2159,The chef and the slow cooker,Cooking,5.0,2017.0
2160,The ketogenic bible : the authoritative guide to ketosis,Health & Fitness,4.0,2017.0
2161,"There's no such thing as bad weather : a Scandinavian mom's secrets for raising healthy, resilient, and confident kids (from friluftsliv to hygge)",Family & Relationships,3.5,2016.0
2162,Worry-free money : the guilt-free approach to managing your money and your life,,,
2163,Forgiveness : a gift from my grandparents,Biography & Autobiography,4.0,2014.0
2164,Precious cargo : my year driving the kids on school bus 3077,Fiction,3.5,2016.0
2165,Night moves,Fiction,4.0,2018.0
2166,Dark Angel ,,,
2167,How to draw modern florals,,,
2168,Minimalism for families : practical minimalist living strategies to simplify your home and life,,,
2169,Sea patrol to the rescue!,Juvenile Fiction,,2018.0
2170,The wife : a novel of psychological suspense,Fiction,4.0,2018.0
2171,Fifty fifty,Fiction,3.5,2018.0
2172,10-day green smoothie cleanse,Health & Fitness,4.5,2014.0
2173,American Marriage ,,,
2174,Waking up in winter : in search of what really matters at midlife,,,
2175,How to cook everything vegetarian : simple meatless recipes for great food,Cooking,4.0,2019.0
2176,The art of frugal hedonism : a guide to spending less while enjoying everything more,Business & Economics,5.0,2016.0
2177,The Hunger Games,Juvenile Fiction,4.0,2011.0
2178,Accidental Heroes ,,,
2179,Need to know : a novel,,,
2180,David Tanis market cooking : recipes and revelations ingredient by ingredient,Cooking,4.0,2017.0
2181,I've Got My Eyes on You ,Fiction,3.5,2018.0
2182,Knuffle Bunny : a cautionary tale,Juvenile Fiction,3.0,2011.0
2183,The Palestinian table,,,
2184,Victoria & Abdul : the true story of the queen's closest confidant,Biography & Autobiography,4.0,2017.0
2185,Into the wild,,,
2186,"Mexican slow cooker cookbook : easy, flavorful Mexican dishes that cook themselves",,,
2187,Pulse,Fiction,5.0,2006.0
2188,Simply keto,Cooking,,2017.0
2189,The wolves of winter : a novel,,,
2190,At My Table: A Celebration of Home Cooking ,Cooking,4.0,2018.0
2191,McMafia: A Journey Through the Global Criminal Underworld ,True Crime,4.0,2009.0
2192,Punishment She Deserves ,Fiction,4.0,2018.0
2193,The largesse of the sea maiden : stories,,,
2194,The only girl in the world : a memoir,,,
2195,"Brave : cult member, runaway, captive, starlet, victim, sex symbol, justice seeker",Fiction,4.0,2009.0
2196,Everything I never told you,Fiction,4.0,2014.0
2197,Force of nature,,,
2198,In a Cottage In a Wood ,Fiction,4.0,2017.0
2199,"All-American murder : the rise and fall of Aaron Hernandez, the superstar whose life ended on murderers' row",True Crime,4.0,2018.0
2200,Murder beyond the grave : true-crime thrillers,True Crime,4.0,2018.0
2201,"Curse in the Candlelight (Scarlet and Ivy, Book 5) ",,,
2202,Even the stiffest people can do the splits : a 4-week stretching plan to achieve amazing health,,,
2203,Intensity,Fiction,4.0,1998.0
2204,"Ms. Marvel. Vol. 8, Mecca",Comics & Graphic Novels,4.0,2017.0
2205,"The book of self-care : remedies for healing mind, body, and soul","Body, Mind & Spirit",4.5,2017.0
2206,The masterpiece,Fiction,4.0,2018.0
2207,The mitten handbook : knitting recipes to make your own,Crafts & Hobbies,5.0,2011.0
2208,An American marriage : a novel,Fiction,4.0,2018.0
2209,Directorate S : the C.I.A. and America's secret wars in Afghanistan and Pakistan,,,
2210,"Emotional success : the power of gratitude, compassion, and pride",,,
2211,"Enlightenment now : the case for reason, science, humanism, and progress",,,
2212,This wound is a world : poems,Poetry,4.0,2019.0
2213,When [large print] : the scientific secrets of perfect timing,,,
2214,Three wishes : a novel,,,
2215,A dangerous crossing : a novel,Fiction,3.5,2018.0
2216,Lost connections : uncovering the real causes of depression--and the unexpected solutions,,,
2217,Hot for Food's Vegan Comfort Cooking ,Cooking,5.0,2018.0
2218,Poison : a novel,Fiction,3.5,2011.0
2219,How to stop time,Fiction,3.5,2017.0
2220,Boy erased : a memoir,Biography & Autobiography,4.0,2017.0
2221,Champion : a Legend novel,Young Adult Fiction,4.0,2013.0
2222,Perfect Nanny [large print],,,
2223,Prairie fires : the American dreams of Laura Ingalls Wilder,,,
2224,Food : what the heck should I eat?,Health & Fitness,5.0,2019.0
2225,Fallen ,,,
2226,Lands of lost borders : out of bounds on the Silk Road,Biography & Autobiography,3.0,2018.0
2227,Saga. Volume eight,Comics & Graphic Novels,4.5,2016.0
2228,Still me [large print],Fiction,3.5,2019.0
2229,Iron gold,,,
2230,Shelter in Place ,Fiction,4.0,2018.0
2231,The inconvenient Indian : a curious account of native people in North America,,,
2232,All the money in the world : the outrageous fortune and misfortunes of the heirs of J. Paul Getty,Biography & Autobiography,1.0,2011.0
2233,Little dinos don't yell,,,
2234,The kill order,Young Adult Fiction,3.0,2013.0
2235,If you knew her : a novel,,,
2236,Autonomous : Annalee Newitz,,,
2237,Death of an honest man,Fiction,3.0,2018.0
2238,"How we did it : the Subban plan for success in hockey, school and life",,,
2239,Made to stick : why some ideas survive and others die,Business & Economics,4.0,2008.0
2240,Pete the cat and the cool caterpillar,Juvenile Fiction,5.0,2018.0
2241,Red clocks : a novel,Fiction,3.5,2018.0
2242,The boat people,Fiction,4.0,2018.0
2243,17th Suspect ,Fiction,3.0,2018.0
2244,Death of Mrs. Westaway ,,,
2245,"Memory rescue : supercharge your brain, reverse memory loss, and remember what matters most : the official program of the Amen Clinics",Health & Fitness,5.0,2017.0
2246,The Imam of Tawi-Tawi,,,
2247,Percy Jackson's Greek heroes,Juvenile Fiction,4.5,2014.0
2248,Sisters like us,Fiction,3.5,2018.0
2249,Children of Blood and Bone ,,,
2250,Obama : an intimate portrait,,,
2251,Simon vs. the Homo Sapiens agenda,,,
2252,The lost girls of camp Forevermore,,,
2253,Single state of mind,Biography & Autobiography,2.5,2018.0
2254,The Tuscan child,Fiction,4.5,2018.0
2255,Altered carbon,Fiction,4.0,2008.0
2256,Fix-it and forget-it cooking for two : 150 small-batch slow cooker recipes,Cooking,4.0,2018.0
2257,The gate keeper,,,
2258,Dreams from my father : a story of race and inheritance,Biography & Autobiography,4.0,2019.0
2259,"I am, I am, I am : seventeen brushes with death",Fiction,4.0,2017.0
2260,I'll be gone in the dark : one woman's obsessive search for the Golden State Killer,True Crime,4.0,2019.0
2261,"Endure : mind, body, and the curiously elastic limits of human performance",Sports & Recreation,4.0,2018.0
2262,"The rub of time : Bellow, Nabokov, Hitchens, Travolta, Trump : essays and reportage, 1986-2017",Literary Collections,3.5,2010.0
2263,Educated : a memoir,,,
2264,Let Me Lie ,,,
2265,Look for me [large print] : a novel,,,
2266,The bad daughter : a novel,,,
2267,Bake from Scratch: Volume 2 ,Cooking,4.5,2018.0
2268,Tangerine ,,,
2269,In a cottage in a wood,,,
2270,"The gut healing protocol : an 8-week, holistic program for rebalancing your microbiome",,,
2271,Red sparrow : a novel,Fiction,4.0,2014.0
2272,"The complete plate : 120 recipes, 30 meal plans, a stronger, healthier, and happier you",,,
2273,Bachelor Girl ,Fiction,3.0,2018.0
2274,Bera the one-headed troll,Juvenile Fiction,4.0,2016.0
2275,The shape of water,Fiction,4.0,2017.0
2276,Mrs. : a novel,Fiction,3.0,2018.0
2277,Plain & simple : 11 knits to wear every day,,,
2278,Shrewed : a wry and closely observed look at the lives of women and girls : essays,Fiction,4.0,2018.0
2279,Let me lie,Fiction,4.0,2018.0
2280,The light we lost,Fiction,2.0,2017.0
2281,"Weeknight cooking with your Instant Pot : simple, family-friendly meals made better in half the time",Cooking,,2018.0
2282,Heart berries : a memoir,Biography & Autobiography,4.0,2018.0
2283,Time jumpers,,,
2284,Hot for food vegan comfort classics : 101 recipes to feed your face,,,
2285,Cooking at home with Bridget & Julia : the TV hosts of America's Test Kitchen share their favorite recipes for feeding family and friends,Cooking,5.0,2017.0
2286,Every Note Played ,,,
2287,Ish,,,
2288,The curse in the candlelight,Juvenile Fiction,5.0,2016.0
2289,The monk of Mokha,Biography & Autobiography,3.5,2018.0
2290,Shattered Mirror ,,,
2291,"Healthy gut, flat stomach : the fast and easy low-FODMAP diet plan",Health & Fitness,,2017.0
2292,"Jackie, Janet & Lee : the secret lives of Janet Auchincloss and her daughters, Jacqueline Kennedy Onassis and Lee Radziwill",Biography & Autobiography,5.0,2018.0
2293,The healthy brain : optimize brain power at any age,,,
2294,"I've been thinking-- : reflections, prayers, and meditations for a meaningful life",Self-Help,5.0,2018.0
2295,L'appart : the delights and disasters of making my Paris home,,,
2296,Deep river night,Fiction,3.5,2018.0
2297,Plum tea crazy,,,
2298,Raspberry Danish murder,Fiction,3.0,2018.0
2299,"Grief works : stories of life, death and surviving",,,
2300,The broken girls,Fiction,4.0,2018.0
2301,"125 Nature Hot Spots in Alberta: The Best Parks, Conservation Areas and Wild Pla ",,,
2302,"Higher Loyalty: Truth, Lies, and Leadership ",Biography & Autobiography,3.0,2018.0
2303,Librarian's Guide to Homelessness: an Empathy-Driven Approach to Solving... ,Language Arts & Disciplines,4.0,2018.0
2304,Burn bright,,,
2305,Amish cooking class cookbook,,,
2306,Indian Instant Pot cookbook : traditional Indian dishes made easy & fast,Cooking,5.0,2019.0
2307,The Sioux chef's indigenous kitchen,Cooking,4.0,2010.0
2308,Battle royale,,,
2309,The culture code : the secrets of highly successful groups,,,
2310,The wedding date,Fiction,3.5,2018.0
2311,Bachelor Nation ,Biography & Autobiography,3.5,2018.0
2312,Cambridge IELTS 12: Academic Student's Book with Answers,,,
2313,Lake Silence : the world of the Others,,,
2314,Female Persuasion ,Fiction,3.5,2018.0
2315,Hold Back the Dark ,Fiction,4.0,2018.0
2316,The atomic city girls,Fiction,4.0,2018.0
2317,Every note played : a novel,,,
2318,Hills Have Spies ,Fiction,3.5,2018.0
2319,The Guernsey Literary and Potato Peel Pie Society,Fiction,4.0,2009.0
2320,The perfect nanny [large print],Interpersonal relations,2.5,2019.0
2321,"Wild fermentation : the flavor, nutrition, and craft of live-culture foods",Cooking,4.5,2016.0
2322,Zen and the art of motorcycle maintenance : an inquiry into values,,,
2323,The Hazel Wood : a novel,,,
2324,Dog Man and Cat Kid,Juvenile Fiction,4.0,2017.0
2325,Red alert,Fiction,4.0,2011.0
2326,Coco : cinestory comic,Juvenile Fiction,,2017.0
2327,"Liar, Liar ",,,
2328,The woman in the water,Fiction,4.0,2018.0
2329,Top secret recipes step-by-step : secret formulas with photos for duplicating your favorite famous foods at home,,,
2330,Cast ,,,
2331,Court of Frost and Starlight ,Fiction,3.5,2018.0
2332,The woman left behind : a novel,,,
2333,War Storm ,Young Adult Fiction,3.5,2018.0
2334,Metabolism revolution : lose 14 pounds in 14 days and keep it off for life,,,
2335,The wife between us [large print],Fiction,4.0,2018.0
2336,When your llama needs a haircut,Juvenile Fiction,4.0,2018.0
2337,Sixth Day ,Fiction,4.0,2019.0
2338,Bachelor girl : a novel,Fiction,3.0,2017.0
2339,Russian roulette : the inside story of Putin's war on America and the election of Donald Trump,Political Science,4.0,2018.0
2340,Count to ten [large print],,,
2341,President Is Missing ,Fiction,3.5,2018.0
2342,"The 15:17 to Paris : the true story of a terrorist, a train, and three American heroes",Biography & Autobiography,4.0,2016.0
2343,Thief ,Fiction,5.0,2016.0
2344,A brief history of time,Science,4.0,1996.0
2345,The English wife,Fiction,3.5,2018.0
2346,The Kremlin conspiracy,,,
2347,What are we doing here?,,,
2348,"The measure of my powers : a memoir of food, misery, and Paris",Biography & Autobiography,4.0,2018.0
2349,The punishment she deserves,Fiction,4.0,2018.0
2350,Accidental heroes : a novel,,,
2351,Twisted Prey ,Fiction,4.0,2018.0
2352,Erotic stories for Punjabi widows,Fiction,4.0,2017.0
2353,Sometimes I lie,Fiction,4.0,2018.0
2354,An American marriage [large print],Fiction,4.0,2018.0
2355,Betty Crocker lost recipes : beloved vintage recipes for today's kitchen,,,
2356,Other Lady Vanishes ,Fiction,4.0,2018.0
2357,All We Ever Wanted ,Fiction,4.0,2018.0
2358,All's faire in middle school,Juvenile Fiction,4.0,2017.0
2359,"Crushing it! : how great entrepreneurs build their business and influence--and how you can, too",,,
2360,Judgment road,,,
2361,The Giver,,,
2362,"Wallis in love : the untold life of the Duchess of Windsor, the woman who changed the monarchy",Biography & Autobiography,3.5,2018.0
2363,Red sparrow [large print],Fiction,4.0,2014.0
2364,As you wish,Young Adult Fiction,4.0,2018.0
2365,Bachelor nation : inside the world of America's guilty pleasure,,,
2366,Hysteria : a novel,,,
2367,The flight attendant : a novel,,,
2368,High voltage,,,
2369,Read-Aloud Family ,Juvenile Fiction,5.0,2018.0
2370,"Sweet potato soul : 100 easy vegan recipes for the southern flavors of smoke, sugar, spice, and soul",,,
2371,Snagged,Fiction,4.0,2008.0
2372,Hello stranger,,,
2373,Moscow Deception ,Fiction,4.0,2019.0
2374,How to stop feeling like sh*t : 14 habits that are holding you back from happiness,Self-Help,3.0,2018.0
2375,Pete the cat. Rocking in my school shoes,Juvenile Fiction,4.0,2011.0
2376,Unnatural causes : a Dr. Katie LeClair mystery,,,
2377,"Seriously good freezer meals : 150 easy recipes to save your time, money & sanity",Cooking,4.0,2016.0
2378,Accidental heroes [large print] : a novel,Fiction,4.0,2018.0
2379,Knit yourself calm : a creative path to managing stress,,,
2380,The dictionary of animal languages : a novel,Fiction,3.5,2018.0
2381,"The inviting life : an inspirational guide to homemaking, hosting, and opening the door to happiness",Cooking,5.0,2017.0
2382,Cast,Technology & Engineering,5.0,2004.0
2383,Let's find Pokemon! Gold & silver,Juvenile Fiction,5.0,2009.0
2384,Meet the Frugalwoods : achieving financial independence through simple living,Business & Economics,3.0,2018.0
2385,The doomsday machine : confessions of a nuclear war planner,Political Science,4.0,2017.0
